run_key,seed,epoch,metric,value
no_gate_config3_L4,192,0,train_ppl_no_gate,362.8570262292582
no_gate_config3_L4,192,1,train_ppl_no_gate,133.4616268915379
no_gate_config3_L4,192,2,train_ppl_no_gate,83.34430473443015
no_gate_config3_L4,192,3,train_ppl_no_gate,59.486898778147925
no_gate_config3_L4,192,4,train_ppl_no_gate,45.32278523586396
no_gate_config3_L4,192,5,train_ppl_no_gate,35.90486566270484
no_gate_config3_L4,192,0,val_ppl_no_gate,198.5726718685219
no_gate_config3_L4,192,1,val_ppl_no_gate,144.7820715903979
no_gate_config3_L4,192,2,val_ppl_no_gate,130.2779428475332
no_gate_config3_L4,192,3,val_ppl_no_gate,127.43478460845849
no_gate_config3_L4,192,4,val_ppl_no_gate,130.9284667690214
no_gate_config3_L4,192,5,val_ppl_no_gate,141.11426135405756
gate_config1_L4,42,0,train_loss,5.84134133008577
gate_config1_L4,42,1,train_loss,4.8638009598194545
gate_config1_L4,42,2,train_loss,4.404445627862114
gate_config1_L4,42,3,train_loss,4.076469420376471
gate_config1_L4,42,4,train_loss,3.8118622729838907
gate_config1_L4,42,5,train_loss,3.582591189418809
gate_config1_L4,42,0,val_loss,5.28961203158912
gate_config1_L4,42,1,val_loss,4.977249562740326
gate_config1_L4,42,2,val_loss,4.884472132739374
gate_config1_L4,42,3,val_loss,4.872140867225195
gate_config1_L4,42,4,val_loss,4.892195275274374
gate_config1_L4,42,5,val_loss,4.94865101272777
gate_config1_L4,42,0,train_ppl,344.24077163390467
gate_config1_L4,42,1,train_ppl,129.5155511227026
gate_config1_L4,42,2,train_ppl,81.81377499164246
gate_config1_L4,42,3,train_ppl,58.93702024968855
gate_config1_L4,42,4,train_ppl,45.234599649683965
gate_config1_L4,42,5,train_ppl,35.96661652279606
gate_config1_L4,42,0,val_ppl,198.2664893511617
gate_config1_L4,42,1,val_ppl,145.0748132397998
gate_config1_L4,42,2,val_ppl,132.22065195647113
gate_config1_L4,42,3,val_ppl,130.6002155401799
gate_config1_L4,42,4,val_ppl,133.24576434675834
gate_config1_L4,42,5,val_ppl,140.98464908699466
gate_config1_L4,113,0,train_loss,5.838377354508739
gate_config1_L4,113,1,train_loss,4.858992102918989
gate_config1_L4,113,2,train_loss,4.398990102364856
gate_config1_L4,113,3,train_loss,4.0693811400462
gate_config1_L4,113,4,train_loss,3.804411583785283
gate_config1_L4,113,5,train_loss,3.5722942650318146
gate_config1_L4,113,0,val_loss,5.280570508059808
gate_config1_L4,113,1,val_loss,4.9803440853700796
gate_config1_L4,113,2,val_loss,4.885743177543252
gate_config1_L4,113,3,val_loss,4.870119937395645
gate_config1_L4,113,4,val_loss,4.905123126708855
gate_config1_L4,113,5,val_loss,4.963925982935954
gate_config1_L4,113,0,train_ppl,343.2219610049414
gate_config1_L4,113,1,train_ppl,128.89422450372123
gate_config1_L4,113,2,train_ppl,81.36865314693911
gate_config1_L4,113,3,train_ppl,58.520735243711826
gate_config1_L4,113,4,train_ppl,44.89882314318799
gate_config1_L4,113,5,train_ppl,35.598171174364715
gate_config1_L4,113,0,val_ppl,196.48193791164744
gate_config1_L4,113,1,val_ppl,145.5244458727471
gate_config1_L4,113,2,val_ppl,132.38881717923203
gate_config1_L4,113,3,val_ppl,130.3365481851988
gate_config1_L4,113,4,val_ppl,134.97952856881062
gate_config1_L4,113,5,val_ppl,143.15471706945698
gate_config1_L4,192,0,train_loss,5.838048056273137
gate_config1_L4,192,1,train_loss,4.8657509932073495
gate_config1_L4,192,2,train_loss,4.405696585774422
gate_config1_L4,192,3,train_loss,4.07854149995719
gate_config1_L4,192,4,train_loss,3.8157205455384013
gate_config1_L4,192,5,train_loss,3.5877470255403194
gate_config1_L4,192,0,val_loss,5.276575539071681
gate_config1_L4,192,1,val_loss,4.967133767524008
gate_config1_L4,192,2,val_loss,4.865687188455614
gate_config1_L4,192,3,val_loss,4.847437851509805
gate_config1_L4,192,4,val_loss,4.869256626751463
gate_config1_L4,192,5,val_loss,4.942680319487038
gate_config1_L4,192,0,train_ppl,343.1089572257562
gate_config1_L4,192,1,train_ppl,129.76835718166063
gate_config1_L4,192,2,train_ppl,81.91618462251799
gate_config1_L4,192,3,train_ppl,59.059269056785084
gate_config1_L4,192,4,train_ppl,45.40946418462128
gate_config1_L4,192,5,train_ppl,36.15253336998435
gate_config1_L4,192,0,val_ppl,195.69856448111557
gate_config1_L4,192,1,val_ppl,143.61466387531752
gate_config1_L4,192,2,val_ppl,129.76007760798842
gate_config1_L4,192,3,val_ppl,127.41351892378276
gate_config1_L4,192,4,val_ppl,130.2240758121085
gate_config1_L4,192,5,val_ppl,140.1453809950724
gate_config2_L4,42,0,train_loss,5.8276439910217865
gate_config2_L4,42,1,train_loss,4.833462190324977
gate_config2_L4,42,2,train_loss,4.367274174750862
gate_config2_L4,42,3,train_loss,4.034928055006569
gate_config2_L4,42,4,train_loss,3.765295129585064
gate_config2_L4,42,5,train_loss,3.5320391565308733
gate_config2_L4,42,0,val_loss,5.255869383529081
gate_config2_L4,42,1,val_loss,4.947830543679706
gate_config2_L4,42,2,val_loss,4.862862018205352
gate_config2_L4,42,3,val_loss,4.8590408735356085
gate_config2_L4,42,4,val_loss,4.892555437855801
gate_config2_L4,42,5,val_loss,4.962914652743582
gate_config2_L4,42,0,train_ppl,339.55773485441495
gate_config2_L4,42,1,train_ppl,125.64521613511019
gate_config2_L4,42,2,train_ppl,78.82846595782564
gate_config2_L4,42,3,train_ppl,56.53885240462974
gate_config2_L4,42,4,train_ppl,43.17644662645637
gate_config2_L4,42,5,train_ppl,34.193622720871154
gate_config2_L4,42,0,val_ppl,191.68806387924758
gate_config2_L4,42,1,val_ppl,140.86902298647132
